100 4950
1202 93 35
4123 92 49
374 20 46
3261 92 34
2405 7 92
1313 69 53
938 79 78
3987 20 31
3168 92 80
690 3 39
3628 4 12
4243 76 88
4570 46 47
262 47 82
1008 30 24
1781 98 35
770 95 86
691 77 15
3369 99 42
2593 83 59
2657 94 12
1540 88 98
1267 60 82
237 53 60
3453 9 60
2027 32 81
4833 88 21
4832 91 15
1897 66 7
2056 17 94
1713 42 70
1926 69 74
2361 31 87
781 18 42
4453 74 96
2887 25 9
579 68 46
3315 40 1
4018 50 81
4492 31 81
4055 11 10
379 42 14
1555 62 13
1036 28 12
3783 95 93
4455 70 6
1549 89 97
4580 93 20
1875 17 75
3819 64 5
2064 78 11
4830 62 44
2168 67 44
1264 85 78
4598 97 20
1572 74 52
1641 26 81
2886 46 18
836 53 36
823 27 48
4564 40 36
4066 56 74
1254 4 31
1776 29 36
3264 30 2
3097 89 56
1126 90 89
4474 37 65
4536 85 96
1415 55 37
3290 95 17
3069 59 35
4462 34 96
3062 61 43
478 17 83
2011 21 7
210 91 1
1422 44 99
2470 99 98
4512 88 84
204 23 6
4709 55 45
1637 21 84
4438 30 91
92 77 22
1245 74 13
4567 95 3
3036 72 12
641 36 75
573 20 79
3729 3 94
4453 85 13
4127 67 22
4140 50 21
3699 79 17
390 7 73
420 58 90
1547 92 29
1778 58 63
1294 45 27
3591 14 97
1917 99 13
1682 83 44
3654 29 46
1348 76 81
4095 61 27
291 18 95
3518 89 83
1527 49 80
3423 44 4
2902 14 54
421 12 74
2463 3 70
3786 97 68
3375 23 37
134 66 30
2460 48 11
1806 42 90
4155 72 40
1907 82 67
2196 87 80
25 43 29
4812 37 31
4178 6 62
624 78 81
4644 9 86
2415 42 27
2911 35 96
1222 23 31
3256 10 96
1701 96 83
2432 31 73
3970 4 24
3229 44 51
40 57 22
3707 87 81
298 38 69
822 35 70
1940 97 29
4113 78 66
4853 76 49
933 60 38
2182 47 56
3835 81 21
2430 61 8
3158 97 44
3992 18 66
1069 66 8
1250 97 7
2919 95 76
976 75 87
3607 50 78
265 44 18
2488 83 31
4747 93 73
4840 45 29
958 31 28
545 19 18
4337 63 28
1689 11 65
3364 52 13
911 73 61
3748 57 97
1551 92 70
944 25 87
2957 96 11
534 12 70
3352 97 33
3287 18 29
2950 72 70
1547 43 5
3165 91 95
4175 69 54
4585 67 93
4166 97 71
4765 29 89
3851 71 2
3862 89 1
4075 13 65
3126 95 37
958 94 35
174 12 23
919 92 23
4597 91 60
3418 10 2
1878 4 70
1491 5 93
3735 100 50
4533 36 15
4297 88 97
230 13 28
3960 36 65
1459 38 5
2295 52 65
3794 17 86
3000 86 34
2574 41 83
1747 3 52
261 30 34
4920 63 81
150 40 31
325 6 33
895 55 17
4553 8 16
1217 4 50
455 91 98
4412 94 46
1901 21 44
3427 35 22
659 85 22
578 38 46
4291 99 24
4081 74 31
3217 98 93
2013 78 12
3493 44 82
2525 54 80
3968 26 90
4104 7 55
343 40 32
2844 14 22
3279 42 64
4456 33 5
3040 65 15
514 41 63
166 96 43
4580 67 38
3752 53 40
1458 1 58
1177 63 99
3859 94 21
2874 1 31
3974 17 19
1285 76 54
1041 79 65
2355 52 28
4092 55 42
4775 68 75
449 18 99
3324 13 68
1978 41 46
1387 65 28
2763 35 51
2018 63 19
3467 50 19
4770 56 66
639 74 73
1937 63 92
3553 74 51
4915 29 1
2497 13 44
1245 58 98
2406 7 49
2687 15 67
1892 35 6
982 94 80
1533 55 61
4192 74 100
3473 61 33
3229 71 43
4139 38 43
274 94 87
4191 29 26
2485 90 51
1924 2 43
2372 6 75
2106 23 78
2557 88 1
1997 94 27
2320 35 60
4703 34 60
3443 82 17
1542 55 21
4390 68 5
691 79 10
655 75 4
1456 6 80
218 15 48
396 85 100
520 87 60
4389 20 61
1755 18 83
2160 12 51
3030 89 11
1695 68 96
106 61 81
515 25 58
324 78 33
2428 10 87
2466 82 61
2984 45 82
1201 19 10
1437 77 80
1197 92 39
581 47 14
282 57 70
392 37 68
2743 99 60
4132 95 48
3955 97 93
1072 22 53
2285 12 91
4856 27 51
1448 31 32
1029 74 65
211 71 5
2353 73 99
1012 8 70
601 68 89
2877 28 48
4748 73 42
3266 31 88
4426 53 68
977 49 36
2779 30 81
85 61 36
2851 23 11
1934 78 43
4970 31 89
3444 54 83
1089 3 19
2540 3 40
3343 31 10
2886 5 24
2547 14 86
2257 15 14
1357 95 68
903 79 75
2398 28 41
3112 67 12
2221 15 71
3781 34 59
3007 9 39
2836 30 43
2435 17 77
3003 39 24
130 99 92
3034 10 78
428 43 28
1810 6 11
23 89 18
1406 73 8
3711 38 51
1744 96 49
1683 4 10
282 53 14
3576 36 28
546 4 14
4013 60 13
287 51 28
2299 30 3
4859 58 92
2140 37 66
3220 45 11
3951 68 26
2639 6 4
990 56 71
1136 60 61
67 8 88
53 40 26
4586 33 34
4902 57 83
4544 57 4
3955 75 22
3940 74 83
2073 45 30
4372 88 69
1305 10 100
1781 58 56
890 97 1
1567 5 15
2725 72 27
630 5 79
6 51 4
1431 1 96
1355 86 100
1103 22 7
421 80 33
2931 77 3
3021 21 37
3141 17 91
3003 4 67
751 16 93
2405 2 27
3180 38 92
3355 39 17
1069 49 58
2043 95 43
4851 72 86
2574 77 55
376 79 3
3283 21 32
1428 39 31
368 53 78
1502 89 36
4652 16 99
3291 29 39
1338 32 47
460 83 27
2424 55 41
2107 74 42
3416 77 78
4680 92 1
4248 17 50
1422 64 82
2554 8 57
266 92 48
2810 72 33
253 70 40
4586 9 22
1007 66 15
905 3 16
3125 4 85
3486 77 63
217 6 36
3199 33 86
40 34 99
3320 100 8
2823 16 59
3403 96 100
711 76 56
2047 47 97
3932 15 43
4645 65 31
1870 53 45
1526 81 91
2504 5 56
4438 12 44
3764 22 11
85 36 19
3486 61 53
2453 28 2
4258 57 67
179 72 24
4472 3 58
3582 29 87
489 25 19
4270 80 7
1415 57 94
110 98 29
376 17 45
869 96 87
4009 92 36
3739 58 97
3691 43 80
1157 34 64
1897 24 22
4103 23 24
579 96 3
1703 80 28
4914 82 92
1895 3 31
4923 53 91
818 5 2
1537 75 99
1503 25 38
1724 10 94
4314 92 31
3880 26 72
2098 34 31
1534 96 50
1442 16 17
3041 35 80
1466 29 90
2074 48 59
679 84 5
1443 13 84
1734 69 50
987 83 40
4072 11 60
4772 33 94
2428 11 79
4276 3 34
1223 32 63
3297 88 60
103 20 6
164 49 37
223 32 64
3759 48 53
2129 66 93
2564 54 19
4050 78 86
360 16 5
590 11 92
890 85 39
1467 73 43
589 47 42
3210 53 7
4068 96 73
1438 84 29
811 13 64
4905 10 62
3191 56 8
1966 85 50
846 4 74
1436 26 60
1613 59 33
4607 81 27
525 94 44
1677 69 47
155 30 83
2753 34 75
2792 23 100
327 87 47
2262 75 58
3199 55 84
1405 79 37
4862 45 7
950 52 76
4231 23 51
4221 42 92
2861 35 78
2263 36 42
3291 73 47
1130 26 21
3781 54 55
2950 45 50
2135 52 44
2889 47 76
793 61 29
4373 50 91
2831 27 65
4454 70 18
545 65 81
2889 83 6
1580 87 95
258 31 56
1717 11 71
4959 64 88
1817 66 59
3757 38 66
4811 17 2
3509 75 39
1615 14 92
2978 67 27
2076 12 10
840 20 68
377 47 30
1139 27 33
2705 23 85
4287 66 9
674 88 26
618 85 27
395 36 59
3823 75 92
3417 68 57
4041 98 70
1061 52 62
1410 86 58
2752 53 79
255 7 38
3636 83 58
4045 87 73
3463 62 19
4127 57 99
2611 12 87
1724 83 16
1833 78 29
880 83 3
374 56 61
1880 80 9
1527 58 7
4559 61 9
2948 19 13
3524 17 9
401 54 89
2842 88 42
330 88 90
2096 99 46
377 100 99
3465 72 30
3498 80 14
4846 39 1
130 100 31
1917 48 63
2844 93 21
4324 38 56
4423 30 33
2845 44 54
3415 76 92
3320 8 43
2407 35 71
2308 39 74
1165 21 57
1785 27 4
4016 44 60
289 70 50
2887 65 16
555 31 80
4496 74 55
3749 84 38
419 11 93
773 55 43
3246 92 15
3089 98 14
1100 64 87
1741 46 43
688 36 39
3695 57 40
1391 11 70
2749 35 5
371 80 63
1795 52 5
3594 76 27
1958 20 51
4120 45 85
2464 62 63
2112 70 52
65 37 60
886 18 34
1121 30 11
2979 25 44
2753 42 87
596 99 54
4553 81 95
1577 11 18
4018 46 87
3405 26 5
155 25 74
2950 52 18
1875 62 28
2975 38 16
816 44 29
1970 62 58
1614 52 10
3356 75 37
4856 12 58
2498 71 49
3607 21 47
2850 8 4
3993 14 55
2492 50 25
303 7 23
3894 75 72
3647 10 37
2165 51 73
4242 87 49
1068 37 87
3705 54 74
4544 86 65
4404 82 70
2469 35 44
914 69 67
3817 18 68
3835 96 5
2920 76 65
980 76 39
3376 94 88
1108 19 15
3509 22 32
2156 76 70
2847 8 84
151 97 37
4297 31 11
1900 43 69
2235 91 52
4738 12 96
302 27 22
1128 1 66
185 23 29
993 72 80
3703 11 34
1930 47 77
213 73 63
477 93 29
2046 45 76
4606 88 16
310 100 18
3377 83 81
2108 32 73
3165 21 36
2659 9 76
109 50 80
1781 85 15
660 79 16
670 82 85
4166 78 40
4728 19 96
2813 4 33
497 100 24
3826 19 40
965 44 39
1764 66 81
3557 48 87
2884 21 87
579 80 24
3994 31 66
728 43 13
2952 87 89
1881 43 18
3237 83 71
2792 5 19
642 10 65
3483 94 91
4135 49 93
1371 41 59
4239 94 30
3923 32 86
2914 32 15
3913 80 37
3733 13 92
2273 17 87
88 83 50
3593 42 15
1722 31 79
3145 16 26
4644 26 31
2285 89 38
1622 72 36
2281 88 96
4152 66 98
3983 72 89
2379 68 19
4469 86 47
3927 79 33
1004 17 68
4945 98 48
1629 49 12
691 62 42
768 97 5
3474 77 42
2602 47 16
1227 91 27
1304 47 51
2734 49 52
3403 11 2
2976 76 40
4048 44 85
4457 8 94
3409 97 42
4353 60 68
4123 7 56
4736 45 22
2496 24 79
3107 16 12
2711 46 82
1907 20 95
167 9 91
1712 89 49
930 53 37
889 21 98
1567 83 85
718 74 2
3458 70 24
969 56 2
2948 53 21
2401 2 23
4619 13 88
3810 59 86
1568 44 68
2560 38 35
1069 72 83
170 68 85
1207 14 61
1566 25 53
1008 91 40
1171 97 35
3100 81 92
1158 40 4
1178 42 57
1846 94 20
1241 46 48
4962 2 87
2332 79 76
2993 60 69
3599 62 41
62 63 82
1499 55 75
4316 37 7
1603 58 100
252 34 74
3848 26 89
3342 21 39
2474 17 7
2302 81 39
548 93 43
4938 25 86
4292 7 12
4472 95 12
1282 81 41
571 49 67
3834 48 30
1233 60 47
4703 64 33
2584 39 67
233 77 71
3775 84 40
588 70 20
1683 62 72
2975 60 7
2807 7 41
1481 72 9
3678 34 58
688 4 49
1207 59 20
4767 84 25
407 38 31
4897 99 91
4962 51 97
3174 52 11
472 97 43
4838 62 85
4940 90 49
47 55 89
2758 90 100
1440 43 84
4475 50 34
12 47 83
413 69 91
3567 12 42
488 15 1
842 88 54
795 2 25
2336 90 80
2371 93 80
3470 79 92
1428 15 62
127 37 41
3497 93 22
2475 91 66
2532 78 30
1106 94 89
442 58 43
2901 53 39
3991 28 83
3739 36 84
4935 16 21
1468 55 82
